customer_id,signup_date,home_geography,historical_avg_amount,historical_txn_count
cust_0000000231,2025-11-17,Pune,94986,464
cust_0000000232,2024-09-09,Kolkata,129877,75
cust_0000000233,2024-11-28,Kolkata,103154,142
cust_0000000234,2025-12-05,Hyderabad,130096,358
cust_0000000235,2023-12-30,Ahmedabad,365031,241
cust_0000000236,2023-12-28,Hyderabad,152097,259
cust_0000000237,2024-08-13,Pune,38733,392
cust_0000000238,2025-03-28,Ahmedabad,208590,256
cust_0000000239,2024-08-03,Pune,38033,278
cust_0000000240,2024-01-17,Pune,467509,58
cust_0000000241,2023-12-28,Ahmedabad,137214,368
cust_0000000242,2024-01-09,Hyderabad,74880,7
cust_0000000243,2026-01-15,Chennai,34620,389
cust_0000000244,2024-01-15,Kolkata,227865,430
cust_0000000245,2025-03-24,Bangalore,22196,208
cust_0000000246,2026-02-27,Hyderabad,345301,114
cust_0000000247,2025-01-04,Bangalore,61834,462
cust_0000000248,2025-04-11,Ahmedabad,164137,32
cust_0000000249,2025-06-12,Howrah,177975,59
cust_0000000250,2024-02-12,Pune,30449,330
cust_0000000251,2024-06-28,Hyderabad,53062,371
cust_0000000252,2025-05-25,Ahmedabad,136304,454
cust_0000000253,2025-10-10,Bangalore,404833,429
cust_0000000254,2025-04-11,Mumbai,139691,135
cust_0000000255,2024-09-20,Hyderabad,167576,203
cust_0000000256,2024-09-01,Ahmedabad,373827,131
cust_0000000257,2025-10-08,Chennai,12502,177
cust_0000000258,2024-06-23,Ahmedabad,76147,356
cust_0000000259,2024-12-05,Delhi,82928,141
cust_0000000260,2025-01-09,Ahmedabad,40260,341
cust_0000000261,2026-02-18,Kolkata,175821,360
cust_0000000262,2025-04-28,Ahmedabad,695639,320
cust_0000000263,2025-08-18,Chennai,80949,72
cust_0000000264,2026-01-19,Chennai,23099,34
cust_0000000265,2025-05-26,Bangalore,77168,250
cust_0000000266,2025-07-07,Delhi,492017,45
cust_0000000267,2026-03-05,Chennai,186037,13
cust_0000000268,2025-08-13,Kolkata,128646,440
cust_0000000269,2025-07-08,Ahmedabad,81941,479
cust_0000000270,2024-01-16,Hyderabad,48678,490
cust_0000000271,2025-08-28,Howrah,101899,121
cust_0000000272,2024-12-31,Howrah,169232,156
cust_0000000273,2025-01-27,Bangalore,10904,297
cust_0000000274,2024-11-09,Pune,57680,428
cust_0000000275,2025-10-05,Delhi,232674,81
cust_0000000276,2025-07-05,Ahmedabad,155090,35
cust_0000000277,2024-12-30,Chennai,155453,392
cust_0000000278,2024-10-27,Kolkata,192479,475
cust_0000000279,2023-12-19,Bangalore,68595,408
cust_0000000280,2024-09-25,Jaipur,74109,237
cust_0000000281,2025-11-22,Howrah,223438,55
cust_0000000282,2025-04-26,Pune,74822,390
cust_0000000283,2025-02-10,Delhi,87902,22
cust_0000000284,2024-02-06,Jaipur,52111,150
cust_0000000285,2026-03-28,Chennai,13586,37
cust_0000000286,2023-12-28,Kolkata,91507,396
cust_0000000287,2025-08-04,Ahmedabad,87958,60
cust_0000000288,2024-10-27,Howrah,281933,449
cust_0000000289,2024-09-02,Jaipur,48322,154
cust_0000000290,2025-03-02,Howrah,196399,79
cust_0000000291,2026-05-01,Kolkata,206213,432
cust_0000000292,2025-12-12,Mumbai,90721,141
cust_0000000293,2025-03-03,Kolkata,26850,218
cust_0000000294,2025-01-08,Hyderabad,43700,267
cust_0000000295,2025-09-18,Chennai,302666,125
cust_0000000296,2024-02-27,Kolkata,47790,170
cust_0000000297,2025-10-16,Bangalore,141421,465
cust_0000000298,2025-03-09,Mumbai,40038,432
cust_0000000299,2024-08-21,Pune,115568,28
cust_0000000300,2025-07-29,Delhi,140856,49
cust_0000000301,2026-04-24,Ahmedabad,220832,20
cust_0000000302,2025-12-20,Delhi,14510,240
cust_0000000303,2025-10-04,Bangalore,319375,297
cust_0000000304,2024-09-11,Ahmedabad,119886,143
cust_0000000305,2024-04-20,Kolkata,552940,85
cust_0000000306,2024-03-13,Hyderabad,49087,149
cust_0000000307,2025-09-23,Chennai,83770,229
cust_0000000308,2024-01-11,Pune,546790,44
cust_0000000309,2025-06-22,Delhi,47877,162
cust_0000000310,2025-01-11,Hyderabad,163319,151
cust_0000000311,2025-10-26,Pune,194269,162
cust_0000000312,2024-05-16,Mumbai,149026,369
cust_0000000313,2025-07-05,Hyderabad,118234,86
cust_0000000314,2024-10-06,Hyderabad,498224,154
cust_0000000315,2024-07-29,Delhi,372677,445
cust_0000000316,2025-12-25,Chennai,110859,389
cust_0000000317,2025-12-28,Mumbai,40988,90
cust_0000000318,2024-06-10,Chennai,33954,136
cust_0000000319,2026-04-29,Chennai,102069,496
cust_0000000320,2024-12-16,Chennai,110798,288
cust_0000000321,2024-03-13,Kolkata,114114,270
cust_0000000322,2025-12-10,Pune,95723,362
cust_0000000323,2026-03-20,Delhi,35592,150
cust_0000000324,2025-07-08,Pune,21963,98
cust_0000000325,2026-04-17,Delhi,268686,119
cust_0000000326,2024-04-25,Ahmedabad,113571,311
cust_0000000327,2024-11-17,Chennai,41350,201
cust_0000000328,2024-07-18,Pune,349328,382
cust_0000000329,2024-12-25,Hyderabad,97359,491
cust_0000000330,2025-12-23,Kolkata,133342,471
cust_0000000331,2026-04-22,Howrah,65190,262
cust_0000000332,2025-04-25,Kolkata,62312,387
cust_0000000333,2024-03-19,Delhi,76372,342
cust_0000000334,2025-03-21,Delhi,39327,136
cust_0000000335,2025-11-28,Jaipur,399979,430
cust_0000000336,2023-12-29,Jaipur,38534,174
cust_0000000337,2025-03-20,Pune,20527,439
cust_0000000338,2024-10-18,Howrah,98648,48
cust_0000000339,2024-07-26,Chennai,9893,392
cust_0000000340,2024-01-27,Chennai,39742,390
cust_0000000341,2024-03-07,Ahmedabad,55690,400
cust_0000000342,2025-02-19,Mumbai,396292,218
cust_0000000343,2024-07-25,Bangalore,81050,489
cust_0000000344,2023-12-25,Howrah,531517,465
cust_0000000345,2024-03-21,Pune,123392,162
cust_0000000346,2025-07-04,Pune,235938,195
cust_0000000347,2025-05-12,Chennai,262306,468
cust_0000000348,2025-02-18,Kolkata,248428,172
cust_0000000349,2025-06-08,Hyderabad,140911,69
cust_0000000350,2025-07-17,Delhi,160755,28
cust_0000000351,2025-07-11,Hyderabad,199802,125
cust_0000000352,2025-11-11,Mumbai,104047,294
cust_0000000353,2024-03-27,Kolkata,58748,105
cust_0000000354,2024-01-05,Delhi,76032,33
cust_0000000355,2025-03-21,Delhi,105160,27
cust_0000000356,2026-04-25,Kolkata,210454,126
cust_0000000357,2024-10-12,Ahmedabad,19978,59
cust_0000000358,2025-10-11,Bangalore,89886,159
cust_0000000359,2024-07-06,Hyderabad,106936,451
cust_0000000360,2026-01-31,Jaipur,40343,180
cust_0000000361,2024-01-24,Kolkata,40993,73
cust_0000000362,2024-02-04,Howrah,74381,215
cust_0000000363,2026-02-07,Hyderabad,23660,310
cust_0000000364,2025-05-17,Chennai,75934,45
cust_0000000365,2025-09-24,Delhi,82834,426
cust_0000000366,2025-06-10,Chennai,50467,371
cust_0000000367,2025-08-18,Ahmedabad,27531,205
cust_0000000368,2026-01-26,Hyderabad,96035,26
cust_0000000369,2025-11-04,Kolkata,62641,64
cust_0000000370,2025-10-12,Ahmedabad,34747,195
cust_0000000371,2025-09-14,Pune,41628,93
cust_0000000372,2024-10-13,Kolkata,180808,96
cust_0000000373,2025-10-01,Delhi,266688,426
cust_0000000374,2024-12-19,Ahmedabad,46098,269
cust_0000000375,2025-01-26,Howrah,374091,126
cust_0000000376,2025-08-18,Delhi,50255,41
cust_0000000377,2024-03-21,Howrah,65569,261
cust_0000000378,2025-08-30,Kolkata,94129,199
cust_0000000379,2025-01-21,Howrah,88976,70
cust_0000000380,2025-06-24,Delhi,164170,49
cust_0000000381,2025-03-09,Delhi,483025,85
cust_0000000382,2025-06-12,Chennai,38925,86
cust_0000000383,2025-09-24,Howrah,255615,63
cust_0000000384,2025-12-17,Jaipur,243512,458
cust_0000000385,2024-11-19,Jaipur,323012,203
cust_0000000386,2025-01-28,Chennai,148364,420
cust_0000000387,2023-12-24,Ahmedabad,154781,372
cust_0000000388,2025-06-14,Kolkata,164680,415
cust_0000000389,2024-02-22,Chennai,38521,29
cust_0000000390,2024-02-12,Howrah,70936,330
cust_0000000391,2024-11-07,Pune,109473,397
cust_0000000392,2024-05-13,Bangalore,123388,267
cust_0000000393,2025-04-16,Hyderabad,99351,6
cust_0000000394,2025-01-07,Jaipur,87109,439
cust_0000000395,2026-03-10,Hyderabad,251976,68
cust_0000000396,2025-04-20,Delhi,99668,250
cust_0000000397,2025-05-26,Pune,191052,162
cust_0000000398,2025-05-07,Hyderabad,296375,154
cust_0000000399,2024-10-05,Mumbai,30638,239
cust_0000000400,2024-11-14,Jaipur,27654,280
cust_0000000401,2025-11-29,Jaipur,212605,423
cust_0000000402,2024-12-11,Mumbai,30987,148
cust_0000000403,2024-03-17,Hyderabad,83517,331
cust_0000000404,2025-12-04,Howrah,415200,358
cust_0000000405,2025-06-18,Howrah,358074,204
cust_0000000406,2024-03-15,Chennai,218668,296
cust_0000000407,2025-02-14,Howrah,123359,212
cust_0000000408,2025-11-19,Pune,56886,349
cust_0000000409,2025-05-12,Bangalore,194014,67
cust_0000000410,2024-05-13,Mumbai,200434,69
cust_0000000411,2024-10-09,Howrah,216596,14
cust_0000000412,2024-03-22,Howrah,401613,85
cust_0000000413,2024-06-25,Hyderabad,24725,127
cust_0000000414,2024-02-28,Pune,114935,436
cust_0000000415,2025-09-05,Bangalore,80985,145
cust_0000000416,2025-08-31,Pune,145744,372
cust_0000000417,2025-11-07,Chennai,190935,352
cust_0000000418,2024-07-02,Jaipur,15413,374
cust_0000000419,2025-09-23,Mumbai,109207,163
cust_0000000420,2024-08-16,Jaipur,131619,222
cust_0000000421,2024-09-13,Chennai,169704,203
cust_0000000422,2024-08-31,Ahmedabad,266383,184
cust_0000000423,2025-04-11,Ahmedabad,226450,427
cust_0000000424,2025-07-21,Howrah,263464,353
cust_0000000425,2025-03-02,Ahmedabad,120198,170
cust_0000000426,2024-05-29,Bangalore,67593,477
cust_0000000427,2024-02-19,Jaipur,46402,489
cust_0000000428,2026-04-14,Hyderabad,91263,120
cust_0000000429,2024-07-08,Pune,990323,230
cust_0000000430,2024-09-01,Bangalore,125495,318
cust_0000000431,2025-08-24,Kolkata,121988,295
cust_0000000432,2025-06-21,Kolkata,405881,330
cust_0000000433,2024-05-23,Chennai,303817,88
cust_0000000434,2025-06-18,Mumbai,41789,229
cust_0000000435,2024-06-08,Bangalore,402634,73
cust_0000000436,2024-09-01,Hyderabad,40215,62
cust_0000000437,2025-05-28,Bangalore,26151,100
cust_0000000438,2024-01-31,Delhi,359432,203
cust_0000000439,2024-11-09,Bangalore,64682,490
cust_0000000440,2024-10-29,Mumbai,95707,296
cust_0000000441,2024-06-14,Kolkata,115947,443
cust_0000000442,2025-10-20,Pune,31159,356
cust_0000000443,2024-05-08,Delhi,197420,214
cust_0000000444,2025-02-16,Chennai,110506,151
cust_0000000445,2024-09-13,Mumbai,128990,496
cust_0000000446,2026-04-12,Jaipur,103238,57
cust_0000000447,2026-02-09,Delhi,171145,488
cust_0000000448,2025-07-28,Howrah,303233,93
cust_0000000449,2025-04-28,Howrah,187903,337
cust_0000000450,2024-07-08,Howrah,206039,342
cust_0000000451,2024-05-09,Jaipur,53638,211
cust_0000000452,2025-05-24,Howrah,418247,358
cust_0000000453,2024-06-04,Bangalore,38876,447
cust_0000000454,2025-09-12,Delhi,117743,458
cust_0000000455,2026-02-08,Howrah,79223,269
cust_0000000456,2025-08-31,Mumbai,164465,117
cust_0000000457,2026-05-02,Ahmedabad,55845,388
cust_0000000458,2026-02-06,Mumbai,85993,374
cust_0000000459,2024-05-16,Mumbai,100364,77
cust_0000000460,2026-03-07,Ahmedabad,49039,278
cust_0000000461,2025-01-19,Mumbai,59154,50
cust_0000000462,2025-04-29,Howrah,349678,295
cust_0000000463,2025-09-21,Bangalore,113399,254
cust_0000000464,2025-01-19,Hyderabad,515084,158
cust_0000000465,2025-06-16,Pune,18102,108
cust_0000000466,2024-10-15,Hyderabad,204079,381
cust_0000000467,2026-02-17,Delhi,77602,91
cust_0000000468,2026-03-25,Ahmedabad,129420,351
cust_0000000469,2023-12-23,Jaipur,140161,328
cust_0000000470,2025-11-27,Kolkata,121142,95
cust_0000000471,2024-04-01,Jaipur,412845,437
cust_0000000472,2025-04-02,Delhi,37677,239
cust_0000000473,2024-10-09,Bangalore,87205,368
cust_0000000474,2026-04-27,Chennai,50534,195
cust_0000000475,2024-05-12,Kolkata,555008,18
cust_0000000476,2025-01-26,Mumbai,38983,189
cust_0000000477,2025-03-06,Bangalore,98713,212
cust_0000000478,2025-09-20,Hyderabad,25977,177
cust_0000000479,2024-12-30,Hyderabad,125358,138
cust_0000000480,2026-01-07,Chennai,33413,227
cust_0000000481,2024-12-28,Ahmedabad,53368,37
cust_0000000482,2025-06-21,Mumbai,31774,301
cust_0000000483,2024-03-15,Hyderabad,152359,90
cust_0000000484,2024-05-02,Ahmedabad,435291,415
cust_0000000485,2025-03-14,Kolkata,87045,34
cust_0000000486,2025-07-11,Bangalore,640245,234
cust_0000000487,2025-11-13,Mumbai,47633,110
cust_0000000488,2024-03-17,Mumbai,33352,56
cust_0000000489,2025-04-30,Mumbai,160071,71
cust_0000000490,2024-10-13,Ahmedabad,59777,175
cust_0000000491,2025-06-23,Chennai,49692,181
cust_0000000492,2025-07-09,Bangalore,243592,212
cust_0000000493,2025-11-05,Mumbai,92763,465
cust_0000000494,2024-09-01,Mumbai,31728,30
cust_0000000495,2026-01-22,Kolkata,14477,65
cust_0000000496,2025-11-10,Ahmedabad,105364,56
cust_0000000497,2024-05-19,Delhi,158745,498
cust_0000000498,2025-04-12,Mumbai,175733,35
cust_0000000499,2025-07-25,Mumbai,65263,290
cust_0000000500,2024-02-26,Ahmedabad,66874,401
cust_0000000501,2024-01-02,Chennai,37776,249
cust_0000000502,2025-08-23,Jaipur,118542,403
cust_0000000503,2025-05-22,Kolkata,53739,68
cust_0000000504,2024-10-10,Howrah,191289,491
cust_0000000505,2026-02-02,Mumbai,346089,296
cust_0000000506,2024-12-16,Howrah,68001,222
cust_0000000507,2025-04-22,Howrah,116582,463
cust_0000000508,2024-06-04,Jaipur,93972,387
cust_0000000509,2025-07-20,Jaipur,261905,286
cust_0000000510,2025-06-03,Kolkata,143910,178
cust_0000000511,2025-01-05,Jaipur,62288,176
cust_0000000512,2026-03-02,Howrah,524842,156
cust_0000000513,2025-12-09,Jaipur,269567,197
cust_0000000514,2024-04-11,Bangalore,73330,380
cust_0000000515,2024-07-14,Chennai,98836,414
cust_0000000516,2024-01-09,Jaipur,196888,56
cust_0000000517,2024-09-28,Pune,437328,473
cust_0000000518,2024-04-25,Howrah,153417,461
cust_0000000519,2024-12-15,Pune,111992,24
cust_0000000520,2024-02-08,Pune,152131,46
cust_0000000521,2026-04-09,Delhi,321073,426
cust_0000000522,2025-10-06,Kolkata,224453,228
cust_0000000523,2026-04-28,Jaipur,137389,168
cust_0000000524,2024-03-27,Ahmedabad,665523,426
cust_0000000525,2024-12-27,Pune,127759,84
cust_0000000526,2025-04-19,Hyderabad,16137,111
cust_0000000527,2025-01-21,Mumbai,234709,481
cust_0000000528,2024-06-13,Ahmedabad,38694,465
cust_0000000529,2024-12-01,Chennai,115070,190
cust_0000000530,2026-01-20,Delhi,190615,255
cust_0000000531,2025-03-09,Pune,87481,491
cust_0000000532,2024-08-06,Pune,332628,467
cust_0000000533,2025-06-15,Delhi,80209,63
cust_0000000534,2024-03-27,Hyderabad,59728,39
cust_0000000535,2025-08-28,Hyderabad,182423,437
cust_0000000536,2026-03-06,Mumbai,153831,255
cust_0000000537,2025-03-25,Chennai,320149,85
cust_0000000538,2024-11-03,Pune,107489,396
